LOKALNYID,ULICA_LOKALNYID,ULICA_NAZWA,NUMER_ADR,KOD_POCZTOWY,ETYKIETA_NAZWA_SKROCONA
pa_58380,ul_458,ul. Agrestowa,129,53-035,Agrestowa 129
pa_31751,ul_458,ul. Agrestowa,13,53-006,Agrestowa 13
pa_72366,ul_458,ul. Agrestowa,131,53-035,Agrestowa 131
pa_72367,ul_458,ul. Agrestowa,131a,53-035,Agrestowa 131a
pa_72368,ul_458,ul. Agrestowa,131aa,53-035,Agrestowa 131aa
pa_72369,ul_458,ul. Agrestowa,131ab,53-035,Agrestowa 131ab
pa_72370,ul_458,ul. Agrestowa,131b,53-035,Agrestowa 131b
pa_72371,ul_458,ul. Agrestowa,131ba,53-035,Agrestowa 131ba
pa_72372,ul_458,ul. Agrestowa,131bb,53-035,Agrestowa 131bb
pa_72373,ul_458,ul. Agrestowa,131bc,53-035,Agrestowa 131bc
pa_72374,ul_458,ul. Agrestowa,131bd,53-035,Agrestowa 131bd
pa_72375,ul_458,ul. Agrestowa,131be,53-035,Agrestowa 131be
pa_72376,ul_458,ul. Agrestowa,131c,53-035,Agrestowa 131c
pa_72377,ul_458,ul. Agrestowa,131ca,53-035,Agrestowa 131ca
pa_72378,ul_458,ul. Agrestowa,131cb,53-035,Agrestowa 131cb
pa_72379,ul_458,ul. Agrestowa,131cc,53-035,Agrestowa 131cc
pa_72380,ul_458,ul. Agrestowa,131d,53-035,Agrestowa 131d
pa_72381,ul_458,ul. Agrestowa,131da,53-035,Agrestowa 131da
pa_72382,ul_458,ul. Agrestowa,131db,53-035,Agrestowa 131db
pa_72383,ul_458,ul. Agrestowa,131dc,53-035,Agrestowa 131dc
pa_72384,ul_458,ul. Agrestowa,131dd,53-035,Agrestowa 131dd
pa_72385,ul_458,ul. Agrestowa,131de,53-035,Agrestowa 131de
pa_72386,ul_458,ul. Agrestowa,131e,53-035,Agrestowa 131e
pa_72387,ul_458,ul. Agrestowa,131ea,53-035,Agrestowa 131ea
pa_72388,ul_458,ul. Agrestowa,131eb,53-035,Agrestowa 131eb
pa_72389,ul_458,ul. Agrestowa,131ec,53-035,Agrestowa 131ec
pa_72390,ul_458,ul. Agrestowa,131ed,53-035,Agrestowa 131ed
pa_72391,ul_458,ul. Agrestowa,131ee,53-035,Agrestowa 131ee
pa_72392,ul_458,ul. Agrestowa,131f,53-035,Agrestowa 131f
pa_72393,ul_458,ul. Agrestowa,131fa,53-035,Agrestowa 131fa
pa_72394,ul_458,ul. Agrestowa,131fb,53-035,Agrestowa 131fb
pa_72395,ul_458,ul. Agrestowa,131fc,53-035,Agrestowa 131fc
pa_72396,ul_458,ul. Agrestowa,131fd,53-035,Agrestowa 131fd
pa_72397,ul_458,ul. Agrestowa,131fe,53-035,Agrestowa 131fe
pa_72398,ul_458,ul. Agrestowa,133,53-035,Agrestowa 133
pa_72399,ul_458,ul. Agrestowa,133a,53-035,Agrestowa 133a
pa_72400,ul_458,ul. Agrestowa,133aa,53-035,Agrestowa 133aa
pa_72401,ul_458,ul. Agrestowa,133ab,53-035,Agrestowa 133ab
pa_72402,ul_458,ul. Agrestowa,133b,53-035,Agrestowa 133b
pa_72403,ul_458,ul. Agrestowa,133ba,53-035,Agrestowa 133ba
pa_72404,ul_458,ul. Agrestowa,133c,53-035,Agrestowa 133c
pa_72405,ul_458,ul. Agrestowa,133ca,53-035,Agrestowa 133ca
pa_72406,ul_458,ul. Agrestowa,133cb,53-035,Agrestowa 133cb
pa_72407,ul_458,ul. Agrestowa,133cc,53-035,Agrestowa 133cc
pa_72408,ul_458,ul. Agrestowa,133cd,53-035,Agrestowa 133cd
pa_72409,ul_458,ul. Agrestowa,135,53-035,Agrestowa 135
pa_72410,ul_458,ul. Agrestowa,135a,53-035,Agrestowa 135a
pa_72411,ul_458,ul. Agrestowa,135aa,53-035,Agrestowa 135aa
pa_72412,ul_458,ul. Agrestowa,135ab,53-035,Agrestowa 135ab
pa_72413,ul_458,ul. Agrestowa,135ac,53-035,Agrestowa 135ac
pa_72416,ul_458,ul. Agrestowa,135b,53-035,Agrestowa 135b
pa_72417,ul_458,ul. Agrestowa,135ba,53-035,Agrestowa 135ba
pa_72418,ul_458,ul. Agrestowa,135bb,53-035,Agrestowa 135bb
pa_72419,ul_458,ul. Agrestowa,135bc,53-035,Agrestowa 135bc
pa_72420,ul_458,ul. Agrestowa,135bd,53-035,Agrestowa 135bd
pa_72421,ul_458,ul. Agrestowa,135be,53-035,Agrestowa 135be
pa_72422,ul_458,ul. Agrestowa,135c,53-035,Agrestowa 135c
pa_72423,ul_458,ul. Agrestowa,135ca,53-035,Agrestowa 135ca
pa_72424,ul_458,ul. Agrestowa,135cb,53-035,Agrestowa 135cb
pa_72425,ul_458,ul. Agrestowa,135cc,53-035,Agrestowa 135cc
pa_72426,ul_458,ul. Agrestowa,135cd,53-035,Agrestowa 135cd
pa_72427,ul_458,ul. Agrestowa,135ce,53-035,Agrestowa 135ce
pa_72428,ul_458,ul. Agrestowa,135d,53-035,Agrestowa 135d
pa_72429,ul_458,ul. Agrestowa,135da,53-035,Agrestowa 135da
pa_72430,ul_458,ul. Agrestowa,135db,53-035,Agrestowa 135db
pa_72431,ul_458,ul. Agrestowa,135dc,53-035,Agrestowa 135dc
pa_72432,ul_458,ul. Agrestowa,135dd,53-035,Agrestowa 135dd
pa_2896,ul_458,ul. Agrestowa,137,53-035,Agrestowa 137
pa_2895,ul_458,ul. Agrestowa,139,53-035,Agrestowa 139
pa_31385,ul_458,ul. Agrestowa,14,53-006,Agrestowa 14
pa_2857,ul_458,ul. Agrestowa,141,53-035,Agrestowa 141
pa_91392,ul_458,ul. Agrestowa,142,53-035,Agrestowa 142
pa_2856,ul_458,ul. Agrestowa,143,53-035,Agrestowa 143
pa_2420,ul_458,ul. Agrestowa,145,53-035,Agrestowa 145
pa_22155,ul_458,ul. Agrestowa,15,53-006,Agrestowa 15
pa_31336,ul_458,ul. Agrestowa,16-20,53-006,Agrestowa 16-20
pa_16900,ul_458,ul. Agrestowa,17,53-006,Agrestowa 17
pa_60381,ul_458,ul. Agrestowa,19,53-006,Agrestowa 19
pa_47472,ul_458,ul. Agrestowa,2,53-006,Agrestowa 2
pa_15175,ul_458,ul. Agrestowa,21,53-006,Agrestowa 21
pa_50490,ul_458,ul. Agrestowa,22,53-006,Agrestowa 22
pa_27877,ul_458,ul. Agrestowa,23,53-006,Agrestowa 23
pa_35672,ul_458,ul. Agrestowa,24,53-006,Agrestowa 24
pa_27606,ul_458,ul. Agrestowa,25,53-006,Agrestowa 25
pa_23387,ul_458,ul. Agrestowa,26,53-006,Agrestowa 26
pa_41446,ul_458,ul. Agrestowa,27,53-006,Agrestowa 27
pa_49614,ul_458,ul. Agrestowa,28,53-006,Agrestowa 28
pa_31226,ul_458,ul. Agrestowa,29,53-006,Agrestowa 29
pa_45262,ul_458,ul. Agrestowa,3,53-006,Agrestowa 3
pa_35120,ul_458,ul. Agrestowa,30,53-006,Agrestowa 30
pa_51424,ul_458,ul. Agrestowa,31,53-006,Agrestowa 31
pa_26018,ul_458,ul. Agrestowa,32,53-006,Agrestowa 32
pa_58778,ul_458,ul. Agrestowa,33,53-006,Agrestowa 33
pa_26574,ul_458,ul. Agrestowa,34,53-006,Agrestowa 34
pa_6973,ul_458,ul. Agrestowa,35,53-006,Agrestowa 35
pa_35356,ul_458,ul. Agrestowa,36,53-006,Agrestowa 36
pa_50242,ul_458,ul. Agrestowa,37,53-006,Agrestowa 37
pa_27332,ul_458,ul. Agrestowa,38,53-006,Agrestowa 38
pa_51130,ul_458,ul. Agrestowa,39,53-006,Agrestowa 39
pa_41514,ul_458,ul. Agrestowa,4,53-006,Agrestowa 4
pa_52091,ul_458,ul. Agrestowa,40,53-006,Agrestowa 40
pa_6014,ul_458,ul. Agrestowa,41,53-006,Agrestowa 41
pa_55094,ul_458,ul. Agrestowa,42,53-006,Agrestowa 42
pa_7123,ul_458,ul. Agrestowa,43,53-006,Agrestowa 43
pa_38736,ul_458,ul. Agrestowa,44,53-006,Agrestowa 44
pa_16866,ul_458,ul. Agrestowa,45,53-006,Agrestowa 45
pa_16960,ul_458,ul. Agrestowa,46,53-006,Agrestowa 46
pa_34462,ul_458,ul. Agrestowa,47,53-006,Agrestowa 47
pa_29784,ul_458,ul. Agrestowa,48,53-006,Agrestowa 48
pa_36214,ul_458,ul. Agrestowa,49,53-006,Agrestowa 49
pa_14239,ul_458,ul. Agrestowa,5,53-006,Agrestowa 5
pa_25140,ul_458,ul. Agrestowa,50,53-006,Agrestowa 50
pa_19884,ul_458,ul. Agrestowa,51,53-006,Agrestowa 51
pa_30005,ul_458,ul. Agrestowa,52,53-006,Agrestowa 52
pa_10278,ul_458,ul. Agrestowa,53,53-006,Agrestowa 53
pa_57082,ul_458,ul. Agrestowa,54,53-006,Agrestowa 54
pa_45182,ul_458,ul. Agrestowa,55,53-006,Agrestowa 55
pa_28515,ul_458,ul. Agrestowa,56,53-006,Agrestowa 56
pa_35722,ul_458,ul. Agrestowa,57,53-006,Agrestowa 57
pa_18410,ul_458,ul. Agrestowa,58,53-006,Agrestowa 58
pa_10166,ul_458,ul. Agrestowa,59,53-006,Agrestowa 59
pa_14020,ul_458,ul. Agrestowa,6,53-006,Agrestowa 6
pa_53688,ul_458,ul. Agrestowa,60,53-006,Agrestowa 60
pa_54396,ul_458,ul. Agrestowa,61,53-006,Agrestowa 61
pa_28953,ul_458,ul. Agrestowa,62,53-006,Agrestowa 62
pa_53475,ul_458,ul. Agrestowa,63,53-006,Agrestowa 63
pa_32819,ul_458,ul. Agrestowa,64,53-006,Agrestowa 64
pa_28556,ul_458,ul. Agrestowa,65,53-006,Agrestowa 65
pa_33942,ul_458,ul. Agrestowa,66,53-006,Agrestowa 66
pa_52582,ul_458,ul. Agrestowa,67,53-006,Agrestowa 67
pa_18365,ul_458,ul. Agrestowa,69,53-006,Agrestowa 69
pa_17728,ul_458,ul. Agrestowa,69a,53-006,Agrestowa 69a
pa_58319,ul_458,ul. Agrestowa,7,53-006,Agrestowa 7
pa_28073,ul_458,ul. Agrestowa,71,53-006,Agrestowa 71
pa_21639,ul_458,ul. Agrestowa,73,53-006,Agrestowa 73
pa_28319,ul_458,ul. Agrestowa,75,53-006,Agrestowa 75
pa_11614,ul_458,ul. Agrestowa,77,53-006,Agrestowa 77
pa_46301,ul_458,ul. Agrestowa,79,53-006,Agrestowa 79
pa_52297,ul_458,ul. Agrestowa,8,53-006,Agrestowa 8
pa_33600,ul_458,ul. Agrestowa,81,53-006,Agrestowa 81
pa_6098,ul_458,ul. Agrestowa,83,53-006,Agrestowa 83
pa_11115,ul_458,ul. Agrestowa,85,53-006,Agrestowa 85
pa_28366,ul_458,ul. Agrestowa,87,53-006,Agrestowa 87
pa_56584,ul_458,ul. Agrestowa,89,53-006,Agrestowa 89
pa_33379,ul_458,ul. Agrestowa,9,53-006,Agrestowa 9
pa_21659,ul_458,ul. Agrestowa,91,53-006,Agrestowa 91
pa_12183,ul_458,ul. Agrestowa,93,53-006,Agrestowa 93
pa_73247,ul_458,ul. Agrestowa,98b,53-006,Agrestowa 98b
pa_50694,ul_1423,al. Akacjowa,10-12,53-134,al. Akacjowa 10-12
pa_12626,ul_1423,al. Akacjowa,11,53-134,al. Akacjowa 11
pa_44411,ul_1423,al. Akacjowa,11a,53-134,al. Akacjowa 11a
pa_56770,ul_1423,al. Akacjowa,13a,53-134,al. Akacjowa 13a
pa_56809,ul_1423,al. Akacjowa,13b,53-134,al. Akacjowa 13b
pa_26169,ul_1423,al. Akacjowa,13c,53-134,al. Akacjowa 13c
pa_53196,ul_1423,al. Akacjowa,15,53-134,al. Akacjowa 15
pa_13309,ul_1423,al. Akacjowa,15a,53-134,al. Akacjowa 15a
pa_34919,ul_1423,al. Akacjowa,15b,53-134,al. Akacjowa 15b
pa_42325,ul_1423,al. Akacjowa,16,53-134,al. Akacjowa 16
pa_38376,ul_1423,al. Akacjowa,16a,53-134,al. Akacjowa 16a
pa_32392,ul_1423,al. Akacjowa,17,53-134,al. Akacjowa 17
pa_51444,ul_1423,al. Akacjowa,18,53-134,al. Akacjowa 18
pa_41740,ul_1423,al. Akacjowa,18a,53-134,al. Akacjowa 18a
pa_19527,ul_1423,al. Akacjowa,20,53-134,al. Akacjowa 20
pa_38324,ul_1423,al. Akacjowa,3,53-134,al. Akacjowa 3
pa_46368,ul_1423,al. Akacjowa,7,53-134,al. Akacjowa 7
pa_79772,ul_2710,al. Architektów,10,54-115,al. Architektów 10
pa_79792,ul_2710,al. Architektów,10a,54-115,al. Architektów 10a
pa_79812,ul_2710,al. Architektów,10b,54-115,al. Architektów 10b
pa_79813,ul_2710,al. Architektów,10c,54-115,al. Architektów 10c
pa_79814,ul_2710,al. Architektów,10d,54-115,al. Architektów 10d
pa_79815,ul_2710,al. Architektów,12,54-115,al. Architektów 12
pa_79832,ul_2710,al. Architektów,12a,54-115,al. Architektów 12a
pa_79816,ul_2710,al. Architektów,14,54-115,al. Architektów 14
pa_79852,ul_2710,al. Architektów,14a,54-115,al. Architektów 14a
pa_79872,ul_2710,al. Architektów,14b,54-115,al. Architektów 14b
pa_79892,ul_2710,al. Architektów,14c,54-115,al. Architektów 14c
pa_79912,ul_2710,al. Architektów,14d,54-115,al. Architektów 14d
pa_72488,ul_2710,al. Architektów,16,54-115,al. Architektów 16
pa_72489,ul_2710,al. Architektów,18,54-115,al. Architektów 18
pa_72490,ul_2710,al. Architektów,20,54-115,al. Architektów 20
pa_72808,ul_2710,al. Architektów,4,54-115,al. Architektów 4
pa_72809,ul_2710,al. Architektów,4a,54-115,al. Architektów 4a
pa_72812,ul_2710,al. Architektów,4b,54-115,al. Architektów 4b
pa_72813,ul_2710,al. Architektów,4c,54-115,al. Architektów 4c
pa_72810,ul_2710,al. Architektów,6,54-115,al. Architektów 6
pa_72814,ul_2710,al. Architektów,6a,54-115,al. Architektów 6a
pa_72815,ul_2710,al. Architektów,6b,54-115,al. Architektów 6b
pa_72816,ul_2710,al. Architektów,6c,54-115,al. Architektów 6c
pa_72811,ul_2710,al. Architektów,8,54-115,al. Architektów 8
pa_72817,ul_2710,al. Architektów,8a,54-115,al. Architektów 8a
pa_4745,ul_469,al. Armii Krajowej,1,50-541,al. Armii Krajowej 1
pa_32546,ul_469,al. Armii Krajowej,10,50-541,al. Armii Krajowej 10
pa_53213,ul_469,al. Armii Krajowej,10a,50-541,al. Armii Krajowej 10a
pa_18740,ul_469,al. Armii Krajowej,10b,50-541,al. Armii Krajowej 10b
pa_39040,ul_469,al. Armii Krajowej,12,50-541,al. Armii Krajowej 12
pa_15199,ul_469,al. Armii Krajowej,12a,50-541,al. Armii Krajowej 12a
pa_54290,ul_469,al. Armii Krajowej,12b,50-541,al. Armii Krajowej 12b
pa_18207,ul_469,al. Armii Krajowej,14,50-541,al. Armii Krajowej 14
pa_50391,ul_469,al. Armii Krajowej,14a,50-541,al. Armii Krajowej 14a
pa_22273,ul_469,al. Armii Krajowej,14b,50-541,al. Armii Krajowej 14b
pa_18774,ul_469,al. Armii Krajowej,14c,50-541,al. Armii Krajowej 14c
pa_14763,ul_469,al. Armii Krajowej,16,50-541,al. Armii Krajowej 16
pa_55601,ul_469,al. Armii Krajowej,18,50-541,al. Armii Krajowej 18
pa_46555,ul_469,al. Armii Krajowej,2,50-541,al. Armii Krajowej 2
pa_53403,ul_469,al. Armii Krajowej,20,50-541,al. Armii Krajowej 20
pa_52311,ul_469,al. Armii Krajowej,22,50-541,al. Armii Krajowej 22
pa_31460,ul_469,al. Armii Krajowej,24,50-541,al. Armii Krajowej 24
pa_34172,ul_469,al. Armii Krajowej,26,50-541,al. Armii Krajowej 26
pa_56393,ul_469,al. Armii Krajowej,28,50-541,al. Armii Krajowej 28
pa_15930,ul_469,al. Armii Krajowej,2a,50-541,al. Armii Krajowej 2a
pa_48139,ul_469,al. Armii Krajowej,30,50-541,al. Armii Krajowej 30
pa_41491,ul_469,al. Armii Krajowej,32,50-541,al. Armii Krajowej 32
pa_58893,ul_469,al. Armii Krajowej,34,50-541,al. Armii Krajowej 34
pa_21529,ul_469,al. Armii Krajowej,36,50-541,al. Armii Krajowej 36
pa_22879,ul_469,al. Armii Krajowej,37,50-541,al. Armii Krajowej 37
pa_43756,ul_469,al. Armii Krajowej,38,50-541,al. Armii Krajowej 38
pa_35752,ul_469,al. Armii Krajowej,4,50-541,al. Armii Krajowej 4
pa_34755,ul_469,al. Armii Krajowej,40,50-541,al. Armii Krajowej 40
pa_26296,ul_469,al. Armii Krajowej,41,50-541,al. Armii Krajowej 41
pa_32281,ul_469,al. Armii Krajowej,45,50-541,al. Armii Krajowej 45
pa_54759,ul_469,al. Armii Krajowej,45a,50-541,al. Armii Krajowej 45a
pa_33629,ul_469,al. Armii Krajowej,45b,50-541,al. Armii Krajowej 45b
pa_42519,ul_469,al. Armii Krajowej,46,50-541,al. Armii Krajowej 46
pa_76443,ul_469,al. Armii Krajowej,46a,50-541,al. Armii Krajowej 46a
pa_111632,ul_469,al. Armii Krajowej,46aa,50-541,al. Armii Krajowej 46aa
pa_111633,ul_469,al. Armii Krajowej,46ab,50-541,al. Armii Krajowej 46ab
pa_111634,ul_469,al. Armii Krajowej,46ac,50-541,al. Armii Krajowej 46ac
pa_111635,ul_469,al. Armii Krajowej,46ad,50-541,al. Armii Krajowej 46ad
pa_76444,ul_469,al. Armii Krajowej,46b,50-541,al. Armii Krajowej 46b
pa_76445,ul_469,al. Armii Krajowej,46c,50-541,al. Armii Krajowej 46c
pa_76446,ul_469,al. Armii Krajowej,46d,50-541,al. Armii Krajowej 46d
pa_76447,ul_469,al. Armii Krajowej,46e,50-541,al. Armii Krajowej 46e
pa_76448,ul_469,al. Armii Krajowej,46f,50-541,al. Armii Krajowej 46f
pa_66231,ul_469,al. Armii Krajowej,47,50-541,al. Armii Krajowej 47
pa_62767,ul_469,al. Armii Krajowej,48b,50-541,al. Armii Krajowej 48b
pa_62768,ul_469,al. Armii Krajowej,48c,50-541,al. Armii Krajowej 48c
pa_62769,ul_469,al. Armii Krajowej,48d,50-541,al. Armii Krajowej 48d
pa_62770,ul_469,al. Armii Krajowej,48e,50-541,al. Armii Krajowej 48e
pa_62771,ul_469,al. Armii Krajowej,48f,50-541,al. Armii Krajowej 48f
pa_62772,ul_469,al. Armii Krajowej,48g,50-541,al. Armii Krajowej 48g
pa_62773,ul_469,al. Armii Krajowej,48h,50-541,al. Armii Krajowej 48h
pa_62774,ul_469,al. Armii Krajowej,48k,50-541,al. Armii Krajowej 48k
pa_62775,ul_469,al. Armii Krajowej,48m,50-541,al. Armii Krajowej 48m
pa_62776,ul_469,al. Armii Krajowej,48n,50-541,al. Armii Krajowej 48n
pa_62777,ul_469,al. Armii Krajowej,48p,50-541,al. Armii Krajowej 48p
pa_62778,ul_469,al. Armii Krajowej,48r,50-541,al. Armii Krajowej 48r
pa_62779,ul_469,al. Armii Krajowej,48s,50-541,al. Armii Krajowej 48s
pa_34558,ul_469,al. Armii Krajowej,49,50-541,al. Armii Krajowej 49
pa_46193,ul_469,al. Armii Krajowej,4a,50-541,al. Armii Krajowej 4a
pa_50522,ul_469,al. Armii Krajowej,4b,50-541,al. Armii Krajowej 4b
pa_53167,ul_469,al. Armii Krajowej,4c,50-541,al. Armii Krajowej 4c
pa_33830,ul_469,al. Armii Krajowej,5,50-541,al. Armii Krajowej 5
pa_59339,ul_469,al. Armii Krajowej,50,50-541,al. Armii Krajowej 50
pa_50036,ul_469,al. Armii Krajowej,53,50-541,al. Armii Krajowej 53
pa_22532,ul_469,al. Armii Krajowej,54,50-541,al. Armii Krajowej 54
pa_48020,ul_469,al. Armii Krajowej,55,50-541,al. Armii Krajowej 55
pa_42666,ul_469,al. Armii Krajowej,55a,50-541,al. Armii Krajowej 55a
pa_8558,ul_469,al. Armii Krajowej,57,50-541,al. Armii Krajowej 57
pa_42273,ul_469,al. Armii Krajowej,57a,50-541,al. Armii Krajowej 57a
pa_13277,ul_469,al. Armii Krajowej,57b,50-541,al. Armii Krajowej 57b
pa_45157,ul_469,al. Armii Krajowej,57c,50-541,al. Armii Krajowej 57c
pa_28024,ul_469,al. Armii Krajowej,57d,50-541,al. Armii Krajowej 57d
pa_46705,ul_469,al. Armii Krajowej,59,50-541,al. Armii Krajowej 59
pa_44609,ul_469,al. Armii Krajowej,6,50-541,al. Armii Krajowej 6
pa_53657,ul_469,al. Armii Krajowej,61,50-541,al. Armii Krajowej 61
pa_38782,ul_469,al. Armii Krajowej,62,50-541,al. Armii Krajowej 62
pa_17324,ul_469,al. Armii Krajowej,6a,50-541,al. Armii Krajowej 6a
pa_16902,ul_469,al. Armii Krajowej,6b,50-541,al. Armii Krajowej 6b
pa_24981,ul_469,al. Armii Krajowej,6c,50-541,al. Armii Krajowej 6c
pa_27910,ul_469,al. Armii Krajowej,6d,50-541,al. Armii Krajowej 6d
pa_46944,ul_469,al. Armii Krajowej,8,50-541,al. Armii Krajowej 8
pa_26929,ul_469,al. Armii Krajowej,8a,50-541,al. Armii Krajowej 8a
pa_19709,ul_469,al. Armii Krajowej,8b,50-541,al. Armii Krajowej 8b
pa_10568,ul_469,al. Armii Krajowej,8c,50-541,al. Armii Krajowej 8c
pa_7774,ul_1533,al. Tadeusza Boya-Żeleńskiego,1,51-160,al. Boya-Żeleńskiego 1
pa_31351,ul_1533,al. Tadeusza Boya-Żeleńskiego,10,51-160,al. Boya-Żeleńskiego 10
pa_54292,ul_1533,al. Tadeusza Boya-Żeleńskiego,10a,51-160,al. Boya-Żeleńskiego 10a
pa_23639,ul_1533,al. Tadeusza Boya-Żeleńskiego,10b,51-160,al. Boya-Żeleńskiego 10b
pa_57080,ul_1533,al. Tadeusza Boya-Żeleńskiego,11,51-160,al. Boya-Żeleńskiego 11
pa_57046,ul_1533,al. Tadeusza Boya-Żeleńskiego,12,51-160,al. Boya-Żeleńskiego 12
pa_12307,ul_1533,al. Tadeusza Boya-Żeleńskiego,13,51-160,al. Boya-Żeleńskiego 13
pa_52080,ul_1533,al. Tadeusza Boya-Żeleńskiego,14,51-160,al. Boya-Żeleńskiego 14
pa_8516,ul_1533,al. Tadeusza Boya-Żeleńskiego,15,51-160,al. Boya-Żeleńskiego 15
pa_46034,ul_1533,al. Tadeusza Boya-Żeleńskiego,16,51-160,al. Boya-Żeleńskiego 16
pa_42465,ul_1533,al. Tadeusza Boya-Żeleńskiego,17,51-160,al. Boya-Żeleńskiego 17
pa_46196,ul_1533,al. Tadeusza Boya-Żeleńskiego,18-20,51-160,al. Boya-Żeleńskiego 18-20
pa_16332,ul_1533,al. Tadeusza Boya-Żeleńskiego,19,51-160,al. Boya-Żeleńskiego 19
pa_16336,ul_1533,al. Tadeusza Boya-Żeleńskiego,19a,51-160,al. Boya-Żeleńskiego 19a
pa_7469,ul_1533,al. Tadeusza Boya-Żeleńskiego,1a,51-160,al. Boya-Żeleńskiego 1a
pa_26841,ul_1533,al. Tadeusza Boya-Żeleńskiego,21,51-160,al. Boya-Żeleńskiego 21
pa_22391,ul_1533,al. Tadeusza Boya-Żeleńskiego,22,51-160,al. Boya-Żeleńskiego 22
pa_21082,ul_1533,al. Tadeusza Boya-Żeleńskiego,23,51-160,al. Boya-Żeleńskiego 23
pa_49565,ul_1533,al. Tadeusza Boya-Żeleńskiego,24,51-160,al. Boya-Żeleńskiego 24
pa_17222,ul_1533,al. Tadeusza Boya-Żeleńskiego,25,51-160,al. Boya-Żeleńskiego 25
pa_17493,ul_1533,al. Tadeusza Boya-Żeleńskiego,26,51-160,al. Boya-Żeleńskiego 26
pa_55394,ul_1533,al. Tadeusza Boya-Żeleńskiego,27,51-160,al. Boya-Żeleńskiego 27
pa_18023,ul_1533,al. Tadeusza Boya-Żeleńskiego,28,51-160,al. Boya-Żeleńskiego 28
pa_22451,ul_1533,al. Tadeusza Boya-Żeleńskiego,29,51-160,al. Boya-Żeleńskiego 29
pa_41850,ul_1533,al. Tadeusza Boya-Żeleńskiego,3,51-160,al. Boya-Żeleńskiego 3
pa_54357,ul_1533,al. Tadeusza Boya-Żeleńskiego,31,51-160,al. Boya-Żeleńskiego 31
pa_5387,ul_1533,al. Tadeusza Boya-Żeleńskiego,32,51-160,al. Boya-Żeleńskiego 32
pa_32391,ul_1533,al. Tadeusza Boya-Żeleńskiego,33,51-160,al. Boya-Żeleńskiego 33
pa_22638,ul_1533,al. Tadeusza Boya-Żeleńskiego,35,51-160,al. Boya-Żeleńskiego 35
pa_27777,ul_1533,al. Tadeusza Boya-Żeleńskiego,37,51-160,al. Boya-Żeleńskiego 37
pa_10542,ul_1533,al. Tadeusza Boya-Żeleńskiego,39,51-160,al. Boya-Żeleńskiego 39
pa_24333,ul_1533,al. Tadeusza Boya-Żeleńskiego,4,51-160,al. Boya-Żeleńskiego 4
pa_36426,ul_1533,al. Tadeusza Boya-Żeleńskiego,40-42,51-160,al. Boya-Żeleńskiego 40-42
pa_32782,ul_1533,al. Tadeusza Boya-Żeleńskiego,41,51-160,al. Boya-Żeleńskiego 41
pa_47657,ul_1533,al. Tadeusza Boya-Żeleńskiego,41a,51-160,al. Boya-Żeleńskiego 41a
pa_23932,ul_1533,al. Tadeusza Boya-Żeleńskiego,41b,51-160,al. Boya-Żeleńskiego 41b
pa_34787,ul_1533,al. Tadeusza Boya-Żeleńskiego,43,51-160,al. Boya-Żeleńskiego 43
pa_41663,ul_1533,al. Tadeusza Boya-Żeleńskiego,43a,51-160,al. Boya-Żeleńskiego 43a
pa_44289,ul_1533,al. Tadeusza Boya-Żeleńskiego,43b,51-160,al. Boya-Żeleńskiego 43b
pa_24978,ul_1533,al. Tadeusza Boya-Żeleńskiego,43c,51-160,al. Boya-Żeleńskiego 43c
pa_10786,ul_1533,al. Tadeusza Boya-Żeleńskiego,44,51-160,al. Boya-Żeleńskiego 44
pa_57014,ul_1533,al. Tadeusza Boya-Żeleńskiego,45,51-160,al. Boya-Żeleńskiego 45
pa_22652,ul_1533,al. Tadeusza Boya-Żeleńskiego,47,51-160,al. Boya-Żeleńskiego 47
pa_6552,ul_1533,al. Tadeusza Boya-Żeleńskiego,47a,51-160,al. Boya-Żeleńskiego 47a
pa_18347,ul_1533,al. Tadeusza Boya-Żeleńskiego,47b,51-160,al. Boya-Żeleńskiego 47b
pa_38500,ul_1533,al. Tadeusza Boya-Żeleńskiego,48,51-160,al. Boya-Żeleńskiego 48
pa_52659,ul_1533,al. Tadeusza Boya-Żeleńskiego,49,51-160,al. Boya-Żeleńskiego 49
pa_58444,ul_1533,al. Tadeusza Boya-Żeleńskiego,5,51-160,al. Boya-Żeleńskiego 5
pa_52551,ul_1533,al. Tadeusza Boya-Żeleńskiego,51,51-160,al. Boya-Żeleńskiego 51
pa_39257,ul_1533,al. Tadeusza Boya-Żeleńskiego,53,51-160,al. Boya-Żeleńskiego 53
pa_28440,ul_1533,al. Tadeusza Boya-Żeleńskiego,55,51-160,al. Boya-Żeleńskiego 55
pa_25923,ul_1533,al. Tadeusza Boya-Żeleńskiego,6,51-160,al. Boya-Żeleńskiego 6
pa_14645,ul_1533,al. Tadeusza Boya-Żeleńskiego,65,51-162,al. Boya-Żeleńskiego 65
pa_20946,ul_1533,al. Tadeusza Boya-Żeleńskiego,68,51-162,al. Boya-Żeleńskiego 68
pa_25968,ul_1533,al. Tadeusza Boya-Żeleńskiego,69,51-162,al. Boya-Żeleńskiego 69
pa_28552,ul_1533,al. Tadeusza Boya-Żeleńskiego,69a,51-162,al. Boya-Żeleńskiego 69a
pa_13034,ul_1533,al. Tadeusza Boya-Żeleńskiego,69b,51-162,al. Boya-Żeleńskiego 69b
pa_29282,ul_1533,al. Tadeusza Boya-Żeleńskiego,69c,51-162,al. Boya-Żeleńskiego 69c
